validation_sample_id,case_category,recommended_priority,model_name,direction_forward,gamma,alpha_index_forward,alpha,segment_initial_phi_forward,segment_peak_phi_forward,final_phi_forward,transport_retention_forward,final_sync_forward,final_energy_forward,initial_coupling_entropy_global_forward,segment_initial_coupling_entropy_forward,final_coupling_entropy_forward,coupling_entropy_drop_forward,final_coupling_spectral_radius_forward,coupling_concentration_forward,final_M_saturation_fraction_forward,final_C_saturation_fraction_forward,segment_M_saturation_max_forward,segment_C_saturation_max_forward,memory_regime_forward,direction_backward,alpha_index_backward,segment_initial_phi_backward,segment_peak_phi_backward,final_phi_backward,transport_retention_backward,final_sync_backward,final_energy_backward,initial_coupling_entropy_global_backward,segment_initial_coupling_entropy_backward,final_coupling_entropy_backward,coupling_entropy_drop_backward,final_coupling_spectral_radius_backward,coupling_concentration_backward,final_M_saturation_fraction_backward,final_C_saturation_fraction_backward,segment_M_saturation_max_backward,segment_C_saturation_max_backward,memory_regime_backward,H_phi,H_sync,H_entropy,H_spectral_radius,saturation_warning_forward,saturation_warning_backward,saturation_warning_any,memory_strength,hysteresis_detected,memory_class
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.05,0,0.0,0.0013909384681269,0.0072398354360369,0.0072362733006767,0.9995079810319976,0.0279420009154643,0.2589747714406466,2.4288048348726483,2.4288048348726483,2.4484714643219325,-0.0196666294492842,0.1355390934378427,1.6910569023516484,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,6,0.0022228932202684,0.0022228932202684,0.0016853176966756,0.7581640361987193,0.0076418179623911,0.2205388436324803,2.4288048348726483,2.513891266200666,2.5167903518842665,-0.0028990856836004,0.0562182813573064,1.5897436109139942,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.7671014308863727,0.7265114267858931,0.0683188875623339,0.5852246024968951,False,False,False,0.5665405975352875,True,coupled_transport_topology_memory
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.05,1,0.02,0.0072362733006767,0.0072362733006767,0.0061942816732516,0.8560043844414232,0.0273253671200581,0.2266861281693367,2.4288048348726483,2.4484714643219325,2.5165683398124674,-0.0680968754905348,0.0936507600772487,1.6660918980850457,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,5,0.0029589272781295,0.0029589272781295,0.0022228932202684,0.7512496964516018,0.0100460049873231,0.2212713634000245,2.4288048348726483,2.5201111058511967,2.513891266200666,0.0062198396505306,0.0832810294840941,1.5939899288435149,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.6411378529154506,0.6323560834949867,0.0026770736118013,0.1107276714517892,False,False,False,0.3508698277358648,True,transport_dominant_memory
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.05,2,0.05,0.0061942816732516,0.0061942816732516,0.0047845366988901,0.7724118712228439,0.0215946176336378,0.2215615381601975,2.4288048348726483,2.5165683398124674,2.5871655902349078,-0.0705972504224399,0.0760469817994909,1.6713365677201306,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,4,0.0039355142627395,0.0039355142627395,0.0029589272781295,0.7518527642986923,0.0133170435653583,0.2221910038521329,2.4288048348726483,2.531035007494248,2.5201111058511967,0.0109239016430513,0.1166179479586158,1.586747521261104,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.3815645140317336,0.3833165378673922,0.0670544843837106,0.3478964161946532,False,False,False,0.3246754594604195,True,other_memory
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.05,3,0.1,0.0047845366988901,0.0047845366988901,0.0036035749174478,0.7531711309750535,0.0163229277028884,0.2207676823080104,2.4288048348726483,2.5871655902349078,2.596252509435629,-0.0090869192007221,0.0792191030104412,1.7029165684851968,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,3,0.0051635901876203,0.0051635901876203,0.0039355142627395,0.7621662678445696,0.0176144441177831,0.2234254022678121,2.4288048348726483,2.544137458239744,2.531035007494248,0.0131024507454959,0.1583563094101987,1.5736994567245413,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.0843445921032675,0.0733214404147754,0.0652175019413814,0.4997414166445647,False,False,False,0.2092573244755258,True,topology_only_memory
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.05,4,0.2,0.0036035749174478,0.0036035749174478,0.0027155589194159,0.7535735986822739,0.012278598004262,0.2211619696705895,2.4288048348726483,2.596252509435629,2.5069185132948277,0.0893339961408021,0.1110951320383191,1.7443533685052974,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,2,0.0065428168862531,0.0065428168862531,0.0051635901876203,0.7891998624751568,0.0228988425527344,0.2254956850211504,2.4288048348726483,2.562252798623557,2.544137458239744,0.018115340383813,0.2114045266057967,1.5586074196902782,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.4740948020234867,0.4637895790388085,0.0372189449449167,0.4744902873061405,False,False,False,0.3778660760556944,True,other_memory
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.05,5,0.3,0.0027155589194159,0.0027155589194159,0.0020789651820528,0.7655754277408129,0.0093588990724924,0.2221377926986395,2.4288048348726483,2.5069185132948277,2.4076315813025198,0.0992869319923079,0.1592063078179527,1.7669483299895543,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,1,0.0074365508597273,0.0074371516660186,0.0065428168862531,0.8797476748078785,0.0282463390044629,0.2316341556765783,2.4288048348726483,2.5716350318557866,2.562252798623557,0.0093822332322295,0.271986743331007,1.5401790702192693,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.6822522746887347,0.6686685990817267,0.1546212173210377,0.4146541634030529,False,False,False,0.580837036604303,True,other_memory
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.05,6,0.4,0.0020789651820528,0.0020789651820528,0.0016322722690369,0.7851368951932586,0.0073078336066742,0.2233592548612803,2.4288048348726483,2.4076315813025198,2.3405957316525803,0.067035849649939,0.2109691283127934,1.7766574150127097,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,0,0.0013909384681269,0.0074360362912632,0.0074365508597273,1.0000691991598505,0.0281339201401912,0.2643268631840502,2.4288048348726483,2.4288048348726483,2.5716350318557866,-0.1428301969831382,0.3660475195637173,1.5610733296413355,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.7805068101319568,0.7402482991705533,0.2310393002032063,0.4236564461229901,False,False,False,0.6659873426378876,True,other_memory
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.1,0,0.0,0.0013909384681269,0.0064869973194316,0.0063515220206664,0.9791158693193068,0.0245785563644384,0.2584172124061838,2.4288048348726483,2.4288048348726483,2.4444568541302125,-0.0156520192575642,0.0964862416994105,1.7099917910479894,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,6,0.0009805214577078,0.0009805214577078,0.0007260065229227,0.7404289997686904,0.0033091930553814,0.2193908033688616,2.4288048348726483,2.356357644735968,2.356556653471288,-0.0001990087353203,0.014122555127998,1.7506363195168348,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.88569566137908,0.8653625946463349,0.0879002006589244,0.8536314102393115,False,False,False,0.7275904837930725,True,coupled_transport_topology_memory
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.1,1,0.02,0.0063515220206664,0.0063515220206664,0.0046966178739842,0.7394476249886368,0.0207941558952317,0.2258623960331694,2.4288048348726483,2.4444568541302125,2.5300355557220766,-0.085578701591864,0.049509844027464,1.7055613296165506,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,5,0.0014235525205243,0.0014235525205243,0.0009805214577078,0.688784883509515,0.004459512663484,0.2198718854947276,2.4288048348726483,2.375738142757976,2.356357644735968,0.0193804980220084,0.0300070731724213,1.750944948499808,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.7912281806168585,0.7855400966147321,0.1736779109861088,0.3939170328193763,False,False,False,0.6406930361962151,True,transport_dominant_memory
val_cut_e0_e3_probe_e1_e6,fracture_precursor,A,neutral_coupling,forward,0.1,2,0.05,0.0046966178739842,0.0046966178739842,0.0030963509439269,0.659272486360679,0.0140294053476115,0.2207043611049452,2.4288048348726483,2.5300355557220766,2.5882402868765557,-0.0582047311544786,0.0351527912805931,1.73517433124671,0.0,0.0,0.0,0.0,memory_decay_or_suppression,backward,4,0.0021631569253168,0.0021631569253168,0.0014235525205243,0.6580902676109792,0.006453527751859,0.2205851706633335,2.4288048348726483,2.4057724140411016,2.375738142757976,0.0300342712831254,0.0531534065710381,1.7357454287003062,0.0,0.0,0.0,0.0,memory_decay_or_suppression,0.5402483288088658,0.5399999078722345,0.212502144118579,0.3386540289952827,False,False,False,0.5230553983518689,True,transport_dominant_memory
